0,119736
1,448094
5,785275
6,995932
9,142071
10,253816
21,671392
22,772887
38,779298
66,477786
68,107560
74,291781
75,537286
80,729649
90,228457
92,233271
94,641952
95,796260
96,301822
98,224400
99,123936
100,333818
101,254323
103,882598
106,526844
110,920003
112,423636
113,970906
128,480733
129,993346
131,645841
156,478864
157,600402
158,483983
160,644573
165,884738
166,610102
167,830823
170,493030
171,188150
172,589642
198,743790
199,817283
202,798806
205,475264
206,912944
212,408688
220,197782
223,176778
224,559179
226,642950
232,561601
238,663563
240,951069
244,168578
247,279816
290,506364
302,495339
313,469135
314,678786
315,284473
316,499389
317,541241
318,797586
320,598244
324,758347
326,991548
330,915781
333,728346
339,984232
348,491095
357,472007
358,500287
363,245837
365,657625
368,902008
381,939634
398,591943
403,376803
404,233559
408,143584
409,489643
412,700895
413,407962
418,186262
420,784347
433,565530
434,202651
439,624248
473,883261
474,842655
475,248167
478,336697
481,579910
486,178535
489,885991
494,232316
498,747464
523,131991
526,703956
541,115934
543,601369
547,130797
554,395018
555,248575
562,998635
563,437290
564,395835
572,950097
573,110324
574,416938
575,586755
576,863494
577,574538
578,514370
586,216408
592,825224
596,751897
603,858323
611,580250
612,907556
614,892361
618,314582
620,337568
623,455917
630,413066
633,252960
635,275656
636,366151
637,143520
640,147189
662,379599
663,280286
664,147622
672,945341
674,859902
700,218058
701,824968
704,622218
705,471679
721,150881
722,818305
726,131859
730,189496
733,516954
735,827364
737,666784
754,384442
755,286876
756,300150
757,604759
776,300562
777,555619
778,758060
780,861565
781,692765
790,473317
801,466262
808,740683
810,443137
812,515429
813,168714
814,967565
815,216270
816,650875
822,772804
823,932466
829,574882
830,110888
831,375055
835,820558
837,950716
838,128894
839,881492
840,321346
841,581291
842,370644
843,545031
844,201089
845,790967
846,558007
847,125552
848,527643
849,110872
850,893113
851,575211
857,430658
858,449510
860,491496
861,519546
862,399722
863,898714
864,284335
869,206063
881,484007
884,310500
887,630246
893,203305
898,901277
901,817829
904,828195
905,349231
906,327231
915,510571
920,787827
921,970645
922,829730
923,693967
924,780380
926,575231
928,132961
933,529970
934,884768
935,163481
936,758210
953,240859
954,392938
955,868280
956,640979
959,218910
961,592140
962,405514
963,201544
975,900080
980,147295
983,293065
984,180193
1019,724533
1020,113070
1022,270693
1023,171637
1024,931285
1027,603012
1042,623689
1043,992919
1049,874599
1059,158793
1060,831984
1066,625216
1067,397233
1069,451362
1073,441366
1088,791159
1113,762271
1121,803437
1147,122489
1160,670732
1171,994959
1183,255895
1184,791510
1187,459212
1188,892568
1191,647230
1197,281805
1198,757566
1200,736974
1201,487567
1202,548600
1203,144572
1205,523825
1206,635004
1207,462386
1208,385025
1209,639695
1215,762146
1217,562126
1219,253679
1220,445604
1262,550003
1264,826944
1265,100929
1266,540121
1267,952268
1268,924229
1269,256211
1270,219411
1275,183849
1276,832860
1281,122151
1285,753857
1298,936566
1300,634360
1310,311926
1312,117329
1331,989701
1338,508110
1345,695462
1355,393299
1356,770045
1358,675862
1359,801785
1360,609418
1361,375036
1362,596422
1363,658164
1368,589802
1372,953534
1378,996566
1382,123859
1383,248415
1384,958827
1388,793227
1393,630518
1411,272822
1413,985604
1414,781066
1430,700074
1432,306242
1435,631586
1436,839176
1437,336869
1439,439322
1440,572604
1441,655053
1442,855888
1443,262277
1444,688520
1445,160892
1446,892209
1447,803278
1448,644349
1449,867706
1450,283980
1457,427835
1459,513513
1461,970852
1462,851371
1463,371816
1465,160596
1470,444706
1471,443526
1472,998224
1473,960757
1474,727389
1475,873299
1477,453935
1480,844263
1481,943277
1482,411984
1483,277436
1484,461765
1486,758811
1487,805255
1488,870206
1491,896829
1493,740295
1494,100141
1498,950607
1501,283068
1504,698118
1505,667609
1506,458103
1510,455522
1517,840987
1523,267229
1525,968849
1530,256609
1534,725566
1535,858672
1536,308552
1537,375146
1538,658781
1539,740457
1547,580392
1555,621225
1564,766677
1566,393419
1567,744665
1572,833869
1573,629107
1574,581607
1575,547490
1581,199042
1588,702647
1590,276776
1591,922547
1594,174867
1595,545709
1596,113931
1598,732020
1599,928457
1600,368930
1601,100732
1602,804598
1603,513795
1604,814179
1605,530429
1606,134126
1607,709579
1609,859142
1610,181082
1611,104778
1612,606698
1613,397625
1614,588795
1617,607246
1618,830965
1619,277361
1620,919780
1621,835975
1622,975791
1623,897785
1628,628294
1629,951715
1630,849044
1631,880076
1632,657150
1633,580738
1634,374564
1635,136461
1636,615021
1637,779364
1638,829371
1639,937487
1640,609532
1641,756068
1642,554209
1644,330481
1645,151692
1646,811045
1647,248928
1653,670846
1654,151192
1655,180377
1656,814312
1681,835573
1682,674019
1683,854930
1684,286687
1685,322337
1686,186439
1687,592394
1688,207249
1689,762410
1690,215054
1691,349914
1693,542377
1694,298655
1695,592065
1715,186842
1716,424579
1728,563837
1731,566416
1733,602785
1734,554802
1737,238122
1738,410270
1739,949665
1740,194495
1741,723640
1742,556684
1743,877280
1744,762491
1745,355625
1748,401532
1749,358991
1751,987796
1753,536035
1754,544360
1755,667400
1756,145359
1757,275976
1758,793469
1759,507945
1760,836401
1761,715596
1762,377990
1764,951870
1765,167537
1767,610380
1768,533314
1769,962846
1770,262394
1771,797490
1772,701308
1779,608901
1788,106859
1796,493914
1797,262016
1798,217685
1799,939867
1800,293951
1803,348405
1804,727826
1805,996308
1806,243605
1807,914026
1808,227907
1811,197481
1812,722836
1816,860131
1821,243912
1822,182502
1827,104863
1846,417445
1850,934493
1874,550347
1877,960671
1882,651631
1883,263801
1888,974369
1889,264271
1890,176621
1891,608232
1892,958991
1895,427471
1903,668990
1905,703941
1906,363432
1909,295424
1910,981050
1911,438080
1912,753289
1913,985232
1914,477875
1915,743546
1916,977031
1917,813266
1918,973836
1919,481626
1921,727142
1922,941902
1923,446324
1925,192371
1926,237725
1927,631659
1928,174025
1937,218459
1946,482040
1947,428124
1949,894930
1950,355198
1956,381393
1957,757608
1958,717132
1959,253783
1960,401871
1964,562345
1969,355055
1976,547416
1983,262696
1984,913263
1985,744845
1986,870758
1987,917183
1988,997495
1989,818025
1990,294879
1991,362081
1993,526576
1994,344855
1995,682006
1996,962496
1997,808666
1998,838500
1999,842070
2000,919711
2001,752903
2002,363096
2003,873560
2004,191104
2005,573603
2011,108651
2017,639609
2018,874532
2020,236326
2021,857262
2022,827666
2023,166276
2029,128182
2030,881097
2031,917198
2032,106683
2033,770894
2036,631473
2038,303031
2039,377542
2045,237875
2051,163808
2067,906899
2068,142191
2070,285481
2071,521069
2073,418004
2075,711676
2080,386449
2091,835948
2093,794160
2095,569262
2096,104983
2102,502653
2113,750695
2120,212369
2121,635254
2123,252882
2124,246875
2130,772766
2131,282250
2132,139690
2133,762840
2152,708613
2162,812937
2164,586609
2165,951929
2167,794905
2169,409704
2170,387460
2171,342173
2172,821943
2173,531691
2174,428852
2175,158476
2176,951520
2200,617930
2208,182524
2209,808971
2219,456437
2220,494458
2234,228627
2239,747727
2241,451044
2255,594827
2272,720776
2273,245039
2274,954156
2278,645395
2280,163248
2282,288959
2283,338393
2284,549679
2286,293704
2287,471409
2288,423872
2290,574505
2292,602920
2293,558984
2294,316493
2295,109589
2296,124621
2297,871731
2298,746595
2299,634347
2300,125334
2301,341729
2302,721106
2304,750042
2317,950204
2318,321084
2319,110240
2320,646844
2321,246286
2323,997455
2329,719166
2333,550708
2334,275481
2336,189174
2337,388959
2347,478999
2348,150409
2350,510693
2358,438018
2361,314865
2364,344770
2367,214586
2368,337127
2373,455863
2383,517493
2385,908267
2411,248570
2413,145345
2415,217396
2416,429113
2418,257132
2419,191982
2420,302095
2421,355164
2422,175085
2423,161872
2424,533629
2425,858406
2426,285025
2427,895592
2428,206619
2429,435949
2430,461449
2431,905662
2432,635039
2433,820600
2434,104283
2435,344567
2436,390647
2438,702179
2439,267362
2440,993587
2479,622812
2481,769552
2482,480253
2483,584882
2488,712059
2503,314403
2509,917824
2510,822268
2511,375813
2514,322306
2515,257502
2516,852679
2517,124120
2518,804951
2519,817095
2520,494140
2522,121536
2523,372877
2525,534013
2526,875969
2528,911047
2529,368958
2531,214997
2532,473386
2533,580467
2534,768274
2535,274203
2539,209743
2541,810727
2542,104202
2543,698667
2544,689858
2545,572239
